HOSTKEY,NAME,DEPARTMENT,STATUS,DESCRIPTION,AUDIT_ACTION,AUDIT_STAMP,IN_TRANSFER,SEMESTER,DATA_FLOW,UNIT_CREDIT,ATTRIBUTES,PLANNEDSIZE,NAMED_GROUP,DEPARTMENT_NAME,UNITOFFERINGID
KSM202_H_SEM2_I,KSM202_H_S2_I,XAS,Y,Marine and Antarctic Ecosystems,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KSM202|1|H|SEM02|1,0,T1SM,IMAS,181455
KSM302_H_SPR_I,KSM302_H_S5_I,XAS,Y,Birds and Mammals of the Southern Ocean,U,28/07/2016 13:58:03,0,SPR02,S,12.5,KSM302|1|H|SPR02|1,0,T1SM,IMAS,181456
KSM303_H_SEM1_I,KSM303_H_S1_I,XAS,Y,Marine Research Project,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM303|1|H|SEM01|1,0,T1SM,IMAS,181457
KSM303_H_SEM2_I,KSM303_H_S2_I,XAS,Y,Marine Research Project,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KSM303|1|H|SEM02|1,0,T1SM,IMAS,181458
KSM303_H_SUM_I,KSM303_H_S3_I,XAS,Y,Marine Research Project,U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KSM303|1|H|SUMLT|1,0,T1SM,IMAS,181459
KSM304_H_SEM2_I,KSM304_H_S2_I,XAS,Y,Modelling Biological Data,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KSM304|1|H|SEM02|1,0,T1SM,IMAS,181460
KSM305_H_SEM1_I,KSM305_H_S1_I,XAS,Y,Aquatic Botany,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM305|1|H|SEM01|1,0,T1SM,IMAS,181461
KSM306_H_SPR_I,KSM306_H_S5_I,XAS,Y,Scientific Diving,U,28/07/2016 13:58:03,0,SPR04,S,12.5,KSM306|1|H|SPR04|1,0,T1SM,IMAS,188396
KSM306_H_WIN_I,KSM306_H_S4_I,XAS,Y,Scientific Diving,U,28/07/2016 13:58:03,0,INP06,S,12.5,KSM306|1|H|INP06|1,0,T1SM,IMAS,181463
KSM308_H_SEM1_I,KSM308_H_S1_I,XAS,Y,Marine Ecology,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM308|1|H|SEM01|1,0,T1SM,IMAS,181464
KSM309_H_SEM1_I,KSM309_H_S1_I,XAS,Y,Quantitative Methods in Biology,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM309|2|H|SEM01|1,0,T1SM,IMAS,181465
KSM309_L_SEM1_I,KSM309_L_S1_I,XAS,Y,Quantitative Methods in Biology,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM309|2|L|SEM01|1,0,T1SM,IMAS,181466
KSM310_H_SEM1_I,KSM310_H_S1_I,XAS,Y,Dynamical Oceanography,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM310|1|H|SEM01|1,0,T1SM,IMAS,188612
KSM401_H_SEM1_I,KSM401_H_S1_I,XAS,Y,Marine and Antarctic Science Honours (Part 1 of 4),U,28/07/2016 13:58:03,0,SEM01,S,25,KSM401|1|H|SEM01|1,0,T1SM,IMAS,188398
KSM401_H_SEM2_I,KSM401_H_S2_I,XAS,Y,Marine and Antarctic Science Honours (Part 1 of 4),U,28/07/2016 13:58:03,0,SEM02,S,25,KSM401|1|H|SEM02|1,0,T1SM,IMAS,188399
KSM402_H_SEM1_I,KSM402_H_S1_I,XAS,Y,Marine and Antarctic Science Honours (Part 2 of 4),U,28/07/2016 13:58:03,0,SEM01,S,25,KSM402|1|H|SEM01|1,0,T1SM,IMAS,188401
KSM402_H_SEM2_I,KSM402_H_S2_I,XAS,Y,Marine and Antarctic Science Honours (Part 2 of 4),U,28/07/2016 13:58:03,0,SEM02,S,25,KSM402|1|H|SEM02|1,0,T1SM,IMAS,188400
KSM403_H_SEM1_I,KSM403_H_S1_I,XAS,Y,Marine and Antarctic Science Honours (Part 3 of 4),U,28/07/2016 13:58:03,0,SEM01,S,25,KSM403|1|H|SEM01|1,0,T1SM,IMAS,188402
KSM403_H_SEM2_I,KSM403_H_S2_I,XAS,Y,Marine and Antarctic Science Honours (Part 3 of 4),U,28/07/2016 13:58:03,0,SEM02,S,25,KSM403|1|H|SEM02|1,0,T1SM,IMAS,188403
KSM404_H_SEM1_I,KSM404_H_S1_I,XAS,Y,Marine and Antarctic Science Honours (Part 4 of 4),U,28/07/2016 13:58:03,0,SEM01,S,25,KSM404|1|H|SEM01|1,0,T1SM,IMAS,188405
KSM404_H_SEM2_I,KSM404_H_S2_I,XAS,Y,Marine and Antarctic Science Honours (Part 4 of 4),U,28/07/2016 13:58:03,0,SEM02,S,25,KSM404|1|H|SEM02|1,0,T1SM,IMAS,188404
KSM405_H_SEM1_I,KSM405_H_S1_I,XAS,Y,Physical Oceanography Honours (Part 1 of 4),U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM405|1|H|SEM01|1,0,T1SM,IMAS,188620
KSM405_H_SEM2_I,KSM405_H_S2_I,XAS,Y,Physical Oceanography Honours (Part 1 of 4),U,28/07/2016 13:58:03,0,SEM02,S,12.5,KSM405|1|H|SEM02|1,0,T1SM,IMAS,188619
KSM405_H_SUM_I,KSM405_H_S3_I,XAS,Y,Physical Oceanography Honours (Part 1 of 4),U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KSM405|1|H|SUMLT|1,0,T1SM,IMAS,188623
KSM406_H_SEM1_I,KSM406_H_S1_I,XAS,Y,Physical Oceanography Honours (Part 2 of 4),U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM406|1|H|SEM01|1,0,T1SM,IMAS,188935
KSM406_H_SEM2_I,KSM406_H_S2_I,XAS,Y,Physical Oceanography Honours (Part 2 of 4),U,28/07/2016 13:58:03,0,SEM02,S,12.5,KSM406|1|H|SEM02|1,0,T1SM,IMAS,188934
KSM406_H_SUM_I,KSM406_H_S3_I,XAS,Y,Physical Oceanography Honours (Part 2 of 4),U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KSM406|1|H|SUMLT|1,0,T1SM,IMAS,188938
KSM407_H_SEM1_I,KSM407_H_S1_I,XAS,Y,Physical Oceanography Honours (Part 3 of 4),U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM407|1|H|SEM01|1,0,T1SM,IMAS,188940
KSM407_H_SEM2_I,KSM407_H_S2_I,XAS,Y,Physical Oceanography Honours (Part 3 of 4),U,28/07/2016 13:58:03,0,SEM02,S,12.5,KSM407|1|H|SEM02|1,0,T1SM,IMAS,188939
KSM407_H_SUM_I,KSM407_H_S3_I,XAS,Y,Physical Oceanography Honours (Part 3 of 4),U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KSM407|1|H|SUMLT|1,0,T1SM,IMAS,188943
KSM408_H_SEM1_I,KSM408_H_S1_I,XAS,Y,Physical Oceanography Honours (Part 4 of 4),U,28/07/2016 13:58:03,0,SEM01,S,12.5,KSM408|1|H|SEM01|1,0,T1SM,IMAS,188945
KSM408_H_SEM2_I,KSM408_H_S2_I,XAS,Y,Physical Oceanography Honours (Part 4 of 4),U,28/07/2016 13:58:03,0,SEM02,S,12.5,KSM408|1|H|SEM02|1,0,T1SM,IMAS,188944
KSM408_H_SUM_I,KSM408_H_S3_I,XAS,Y,Physical Oceanography Honours (Part 4 of 4),U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KSM408|1|H|SUMLT|1,0,T1SM,IMAS,188948
KSM428_H_SEM1_I,KSM428_H_S1_I,XAS,Y,Marine and Antarctic Research Project,U,28/07/2016 13:58:03,0,SEM01,S,25,KSM428|1|H|SEM01|1,0,T1SM,IMAS,188613
KSM428_H_SEM2_I,KSM428_H_S2_I,XAS,Y,Marine and Antarctic Research Project,U,28/07/2016 13:58:03,0,SEM02,S,25,KSM428|1|H|SEM02|1,0,T1SM,IMAS,188614
KSM428_H_SUM_I,KSM428_H_S3_I,XAS,Y,Marine and Antarctic Research Project,U,28/07/2016 13:58:03,0,SUMLT,S,25,KSM428|1|H|SUMLT|1,0,T1SM,IMAS,188615
KSM701_H_SEM1_I,KSM701_H_S1_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,SEM01,S,25,KSM701|1|H|SEM01|1,0,T1SM,IMAS,175721
KSM701_H_SEM2_I,KSM701_H_S2_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,SEM02,S,25,KSM701|1|H|SEM02|1,0,T1SM,IMAS,175722
KSM701_H_SPR_I,KSM701_H_S5_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,SPR01,S,25,KSM701|1|H|SPR01|1,0,T1SM,IMAS,175723
KSM701_H_SUM_I,KSM701_H_S3_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,SUMLT,S,25,KSM701|1|H|SUMLT|1,0,T1SM,IMAS,175724
KSM701_H_WIN_I,KSM701_H_S4_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,WIN02,S,25,KSM701|1|H|WIN02|1,0,T1SM,IMAS,175725
KSM701_L_SEM1_I,KSM701_L_S1_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,SEM01,S,25,KSM701|1|L|SEM01|1,0,T1SM,IMAS,175726
KSM701_L_SEM2_I,KSM701_L_S2_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,SEM02,S,25,KSM701|1|L|SEM02|1,0,T1SM,IMAS,175727
KSM701_L_SPR_I,KSM701_L_S5_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,SPR01,S,25,KSM701|1|L|SPR01|1,0,T1SM,IMAS,175728
KSM701_L_SUM_I,KSM701_L_S3_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,SUMLT,S,25,KSM701|1|L|SUMLT|1,0,T1SM,IMAS,175729
KSM701_L_WIN_I,KSM701_L_S4_I,XAS,Y,Research Thesis,U,28/07/2016 13:58:03,0,WIN02,S,25,KSM701|1|L|WIN02|1,0,T1SM,IMAS,175730
KSM702_H_SEM1_I,KSM702_H_S1_I,XAS,Y,"Oceans, Polar and Climate Practicum",U,28/07/2016 13:58:03,0,SEM01,S,25,KSM702|1|H|SEM01|1,0,T1SM,IMAS,175731
KSM702_H_SEM2_I,KSM702_H_S2_I,XAS,Y,"Oceans, Polar and Climate Practicum",U,28/07/2016 13:58:03,0,SEM02,S,25,KSM702|1|H|SEM02|1,0,T1SM,IMAS,175732
KSM702_H_SUM_I,KSM702_H_S3_I,XAS,Y,"Oceans, Polar and Climate Practicum",U,28/07/2016 13:58:03,0,SUMLT,S,25,KSM702|1|H|SUMLT|1,0,T1SM,IMAS,175733
KSM703_H_SEM2_I,KSM703_H_S2_I,XAS,Y,Global Environmental Governance,U,28/07/2016 13:58:03,0,5TP12,S,12.5,KSM703|1|H|5TP12|1,0,T1SM,IMAS,175734
KXO302_H_SEM2_I,KXO302_H_S2_I,KAG,Y,IS Project,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KXO302|1|H|SEM02|1,0,T1SM,School of Engineering and ICT,181487
KXX010_H_SPR_I,KXX010_H_S5_I,KAG,Y,Research Experience Program,U,28/07/2016 13:58:03,0,SPR03,S,25,KXX010|1|H|SPR03|1,0,T1SM,School of Engineering and ICT,181494
KXX010_L_SPR_I,KXX010_L_S5_I,KAG,Y,Research Experience Program,U,28/07/2016 13:58:03,0,SPR03,S,25,KXX010|1|L|SPR03|1,0,T1SM,School of Engineering and ICT,181495
KXX400_H_SEM1_I,KXX400_H_S1_I,KAG,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SEM01,S,50,KXX400|1|H|SEM01|1,0,T1SM,School of Engineering and ICT,181496
KXX400_H_SEM2_I,KXX400_H_S2_I,KAG,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SEM02,S,50,KXX400|1|H|SEM02|1,0,T1SM,School of Engineering and ICT,181497
KXX400_H_SUM_I,KXX400_H_S3_I,KAG,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SUMMR,S,50,KXX400|1|H|SUMMR|1,0,T1SM,School of Engineering and ICT,181498
KXX400_L_SEM2_I,KXX400_L_S2_I,KAG,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SEM02,S,50,KXX400|1|L|SEM02|1,0,T1SM,School of Engineering and ICT,181499
KXX400_L_SUM_I,KXX400_L_S3_I,KAG,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SUMMR,S,50,KXX400|1|L|SUMMR|1,0,T1SM,School of Engineering and ICT,181500
KYA004_H_SUM_I,KYA004_H_S3_I,KAE,Y,Physics Foundation Unit,U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KYA004|1|H|SUMLT|1,0,T1SM,School of Physical Sciences,188359
KYA004_L_SUM_I,KYA004_L_S3_I,KAE,Y,Physics Foundation Unit,U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KYA004|1|L|SUMLT|1,0,T1SM,School of Physical Sciences,188361
KYA004_W_SUM_I,KYA004_W_S3_I,KAE,Y,Physics Foundation Unit,U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KYA004|1|W|SUMLT|1,0,T1SM,School of Physical Sciences,188362
KYA010_H_SPR_I,KYA010_H_S5_I,KAE,Y,Research Experience Program,U,28/07/2016 13:58:03,0,SPR03,S,25,KYA010|1|H|SPR03|1,0,T1SM,School of Physical Sciences,181505
KYA101_H_SEM1_I,KYA101_H_S1_I,KAE,Y,Physics 1A,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA101|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181520
KYA102_H_SEM2_I,KYA102_H_S2_I,KAE,Y,Physics 1B,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KYA102|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181521
KYA181_H_SEM1_I,KYA181_H_S1_I,KAE,Y,Astronomy,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA181|2|H|SEM01|1,0,T1SM,School of Physical Sciences,181522
KYA206_H_SEM2_I,KYA206_H_S2_I,KAE,Y,Atmospheric Physics and Stellar Astrophysics,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KYA206|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181524
KYA211_H_SEM1_I,KYA211_H_S1_I,KAE,Y,Waves and Kinetic Theory,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA211|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181525
KYA212_H_SEM2_I,KYA212_H_S2_I,KAE,Y,Electromagnetism and Thermodynamics,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KYA212|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181526
KYA306_H_SEM1_I,KYA306_H_S1_I,KAE,Y,Astrophysics and Atmospheric Physics,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA306|1|H|SEM01|1,0,T1SM,School of Physical Sciences,187843
KYA314_H_SEM2_I,KYA314_H_S2_I,KAE,Y,Dynamical Systems and Chaos,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KYA314|1|H|SEM02|1,0,T1SM,School of Physical Sciences,187844
KYA320_H_SEM1_I,KYA320_H_S1_I,KAE,Y,Advanced Electromagnetism,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA320|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181529
KYA321_H_SEM1_I,KYA321_H_S1_I,KAE,Y,Wave Mechanics and Quantum Mechanics,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA321|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181530
KYA322_H_SEM2_I,KYA322_H_S2_I,KAE,Y,Statistical Physics and Solid State Physics,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KYA322|1|H|SEM02|1,0,T1SM,School of Physical Sciences,187845
KYA374_H_SEM1_I,KYA374_H_S1_I,KAE,Y,Engineering Waves and Antennas,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA374|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181532
KYA375_H_SEM2_I,KYA375_H_S2_I,KAE,Y,Engineering Physics,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KYA375|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181533
KYA402_H_SEM1_I,KYA402_H_S1_I,KAE,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SEM01,S,50,KYA402|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181534
KYA402_H_SEM2_I,KYA402_H_S2_I,KAE,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SEM02,S,50,KYA402|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181535
KYA402_H_SUM_I,KYA402_H_S3_I,KAE,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SUMMR,S,50,KYA402|1|H|SUMMR|1,0,T1SM,School of Physical Sciences,181536
KYA418_H_SEM1_I,KYA418_H_S1_I,KAE,Y,Physics 4 (Honours) A,U,28/07/2016 13:58:03,0,SEM01,S,25,KYA418|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181537
KYA418_H_SEM2_I,KYA418_H_S2_I,KAE,Y,Physics 4 (Honours) A,U,28/07/2016 13:58:03,0,SEM02,S,25,KYA418|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181538
KYA419_H_SEM1_I,KYA419_H_S1_I,KAE,Y,Physics 4 (Honours) B,U,28/07/2016 13:58:03,0,SEM01,S,25,KYA419|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181539
KYA419_H_SEM2_I,KYA419_H_S2_I,KAE,Y,Physics 4 (Honours) B,U,28/07/2016 13:58:03,0,SEM02,S,25,KYA419|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181540
KYA424_H_SEM1_I,KYA424_H_S1_I,KAE,Y,Gravitation and Cosmology,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA424|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181541
KYA436_H_SEM1_I,KYA436_H_S1_I,KAE,Y,Physics 4 (Honours) C,U,28/07/2016 13:58:03,0,SEM01,S,25,KYA436|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181542
KYA436_H_SEM2_I,KYA436_H_S2_I,KAE,Y,Physics 4 (Honours) C,U,28/07/2016 13:58:03,0,SEM02,S,25,KYA436|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181543
KYA437_H_SEM1_I,KYA437_H_S1_I,KAE,Y,Physics 4 (Honours) D,U,28/07/2016 13:58:03,0,SEM01,S,25,KYA437|1|H|SEM01|1,0,T1SM,School of Physical Sciences,181544
KYA437_H_SEM2_I,KYA437_H_S2_I,KAE,Y,Physics 4 (Honours) D,U,28/07/2016 13:58:03,0,SEM02,S,25,KYA437|1|H|SEM02|1,0,T1SM,School of Physical Sciences,181545
KYA583_H_SEM1_I,KYA583_H_S1_I,KAE,Y,Postgraduate unit,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA583|1|H|SEM01|1,0,T1SM,School of Physical Sciences,175736
KYA583_H_SEM2_I,KYA583_H_S2_I,KAE,Y,Postgraduate unit,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KYA583|1|H|SEM02|1,0,T1SM,School of Physical Sciences,175737
KYA586_H_SEM1_I,KYA586_H_S1_I,KAE,Y,Postgraduate unit,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA586|1|H|SEM01|1,0,T1SM,School of Physical Sciences,175738
KYA586_H_SEM2_I,KYA586_H_S2_I,KAE,Y,Postgraduate unit,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KYA586|1|H|SEM02|1,0,T1SM,School of Physical Sciences,175739
KYA589_H_SEM1_I,KYA589_H_S1_I,KAE,Y,Honours unit,U,28/07/2016 13:58:03,0,SEM01,S,25,KYA589|1|H|SEM01|1,0,T1SM,School of Physical Sciences,175740
KYA589_H_SEM2_I,KYA589_H_S2_I,KAE,Y,Honours unit,U,28/07/2016 13:58:03,0,SEM02,S,25,KYA589|1|H|SEM02|1,0,T1SM,School of Physical Sciences,175741
KYA702_H_SEM1_I,KYA702_H_S1_I,KAE,Y,Experimental Astrophysics,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KYA702|1|H|SEM01|1,0,T1SM,School of Physical Sciences,175742
KYA703_H_SEM1_I,KYA703_H_S1_I,KAE,Y,"Master of Applied Science, Project",U,28/07/2016 13:58:03,0,SEM01,S,25,KYA703|1|H|SEM01|1,0,T1SM,School of Physical Sciences,175743
KYA703_H_SEM2_I,KYA703_H_S2_I,KAE,Y,"Master of Applied Science, Project",U,28/07/2016 13:58:03,0,SEM02,S,25,KYA703|1|H|SEM02|1,0,T1SM,School of Physical Sciences,175744
KYA708_H_SEM1_I,KYA708_H_S1_I,KAE,Y,"Master of Applied Science (Physics), Thesis A",U,28/07/2016 13:58:03,0,SEM01,S,25,KYA708|1|H|SEM01|1,0,T1SM,School of Physical Sciences,175745
KYA708_H_SEM2_I,KYA708_H_S2_I,KAE,Y,"Master of Applied Science (Physics), Thesis A",U,28/07/2016 13:58:03,0,SEM02,S,25,KYA708|1|H|SEM02|1,0,T1SM,School of Physical Sciences,175746
KYA709_H_SEM1_I,KYA709_H_S1_I,KAE,Y,"Master of Applied Science (Physics), Thesis B",U,28/07/2016 13:58:03,0,SEM01,S,25,KYA709|1|H|SEM01|1,0,T1SM,School of Physical Sciences,175747
KYA709_H_SEM2_I,KYA709_H_S2_I,KAE,Y,"Master of Applied Science (Physics), Thesis B",U,28/07/2016 13:58:03,0,SEM02,S,25,KYA709|1|H|SEM02|1,0,T1SM,School of Physical Sciences,175748
KZA010_H_SPR_I,KZA010_H_S5_I,KAH,Y,Research Experience Program,U,28/07/2016 13:58:03,0,SPR03,S,25,KZA010|1|H|SPR03|1,0,T1SM,School of Biological Sciences,181546
KZA161_H_SEM1_I,KZA161_H_S1_I,KAH,Y,Biology of Animals,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KZA161|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181561
KZA211_H_SEM1_I,KZA211_H_S1_I,KAH,Y,Population and Community Ecology,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KZA211|2|H|SEM01|1,0,T1SM,School of Biological Sciences,181562
KZA212_H_SEM2_I,KZA212_H_S2_I,KAH,Y,Functional Biology of Animals,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KZA212|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181563
KZA215_H_SEM1_I,KZA215_H_S1_I,KAH,Y,Tasmanian Fauna: Ecological and Evolutionary Studies,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KZA215|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181564
KZA301_H_SEM2_I,KZA301_H_S2_I,KAH,Y,Behavioural and Evolutionary Ecology,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KZA301|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181565
KZA304_H_SEM1_I,KZA304_H_S1_I,KAH,Y,Zoology Research Project,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KZA304|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181566
KZA304_H_SEM2_I,KZA304_H_S2_I,KAH,Y,Zoology Research Project,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KZA304|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181567
KZA304_H_SPR_I,KZA304_H_S5_I,KAH,Y,Zoology Research Project,U,28/07/2016 13:58:03,0,SPR01,S,12.5,KZA304|1|H|SPR01|1,0,T1SM,School of Biological Sciences,188952
KZA304_H_SUM_I,KZA304_H_S3_I,KAH,Y,Zoology Research Project,U,28/07/2016 13:58:03,0,SUMLT,S,12.5,KZA304|1|H|SUMLT|1,0,T1SM,School of Biological Sciences,181568
KZA304_H_WIN_I,KZA304_H_S4_I,KAH,Y,Zoology Research Project,U,28/07/2016 13:58:03,0,WIN02,S,12.5,KZA304|1|H|WIN02|1,0,T1SM,School of Biological Sciences,188951
KZA306_H_SEM2_I,KZA306_H_S2_I,KAH,Y,Biology and Society,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KZA306|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181569
KZA350_H_SEM2_I,KZA350_H_S2_I,KAH,Y,Reproduction and Endocrinology for Conservation,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KZA350|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181570
KZA355_H_SEM1_I,KZA355_H_S1_I,KAH,Y,Freshwater Ecology,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KZA355|2|H|SEM01|1,0,T1SM,School of Biological Sciences,181571
KZA360_H_SEM2_I,KZA360_H_S2_I,KAH,Y,Conservation Biology and Wildlife Management,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KZA360|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181572
KZA413_H_SEM1_I,KZA413_H_S1_I,KAH,Y,Honours Unit A,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KZA413|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181573
KZA413_H_SEM2_I,KZA413_H_S2_I,KAH,Y,Honours Unit A,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KZA413|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181574
KZA414_H_SEM1_I,KZA414_H_S1_I,KAH,Y,Honours Unit B,U,28/07/2016 13:58:03,0,SEM01,S,12.5,KZA414|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181575
KZA414_H_SEM2_I,KZA414_H_S2_I,KAH,Y,Honours Unit B,U,28/07/2016 13:58:03,0,SEM02,S,12.5,KZA414|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181576
KZA415_H_SEM1_I,KZA415_H_S1_I,KAH,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SEM01,S,50,KZA415|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181577
KZA415_H_SEM2_I,KZA415_H_S2_I,KAH,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SEM02,S,50,KZA415|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181578
KZA415_H_SUM_I,KZA415_H_S3_I,KAH,Y,Honours Research Preparation,U,28/07/2016 13:58:03,0,SUMMR,S,50,KZA415|1|H|SUMMR|1,0,T1SM,School of Biological Sciences,181579
KZA417_H_SEM1_I,KZA417_H_S1_I,KAH,Y,Zoology 4 (Honours) A,U,28/07/2016 13:58:03,0,SEM01,S,25,KZA417|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181580
KZA417_H_SEM2_I,KZA417_H_S2_I,KAH,Y,Zoology 4 (Honours) A,U,28/07/2016 13:58:03,0,SEM02,S,25,KZA417|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181581
KZA418_H_SEM1_I,KZA418_H_S1_I,KAH,Y,Zoology 4 (Honours) B,U,28/07/2016 13:58:03,0,SEM01,S,25,KZA418|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181582
KZA418_H_SEM2_I,KZA418_H_S2_I,KAH,Y,Zoology 4 (Honours) B,U,28/07/2016 13:58:03,0,SEM02,S,25,KZA418|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181583
KZA419_H_SEM1_I,KZA419_H_S1_I,KAH,Y,Zoology 4 (Honours) C,U,28/07/2016 13:58:03,0,SEM01,S,25,KZA419|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181584
KZA419_H_SEM2_I,KZA419_H_S2_I,KAH,Y,Zoology 4 (Honours) C,U,28/07/2016 13:58:03,0,SEM02,S,25,KZA419|1|H|SEM02|1,0,T1SM,School of Biological Sciences,181585
KZA420_H_SEM1_I,KZA420_H_S1_I,KAH,Y,Zoology 4 (Honours) D,U,28/07/2016 13:58:03,0,SEM01,S,25,KZA420|1|H|SEM01|1,0,T1SM,School of Biological Sciences,181586
