rX,rY,rZ,rSpeed,bX,bY,bSpeed,sX,sY,sZ,sSpeed,dAng,bAng,bZ,bowlerEnd
-8.7903,-0.602273,2.01932,83.601,6.91063,-0.126756,64.2019,10.06,-0.330609,0.750036,59.4877,16.3806,15.5405,0.0001,south
8.3129,0.30707,1.95276,146.372,1.2297,0.298586,113.454,-10.06,0.499137,1.4078,105.246,16.3966,10.2371,0.0001,north
8.2398,0.293687,1.91851,141.981,2.5762,0.208526,112.977,-10.06,0.125174,2.03503,98.5031,19.4862,12.9993,0.0001,north
8.3302,0.297625,1.96235,144.302,-1.64247,0.259911,119.644,-10.06,0.197388,1.01864,114.927,12.9446,8.50813,0.0001,north
12.076,-2.59464,1.81132,124.471,8.5836,-2.85535,95.1059,-10.06,-3.17269,0.0952823,56.4376,6.72447,6.6492,0.0001,north
8.3981,0.279401,1.91639,141.197,-1.76626,0.435973,122.744,-10.06,0.627814,0.947641,107.57,12.4224,8.41572,0.0001,north
8.2261,0.315053,1.97992,139.676,-2.97154,0.403401,122.716,-10.06,0.426116,0.976362,109.792,11.7846,9.29596,0.0001,north
-8.6949,1.33404,1.93139,83.4724,6.95922,0.365742,66.4702,10.06,-0.0241538,0.656895,62.1813,17.378,13.7701,0.0001,south
-8.7403,1.27884,1.99922,83.8368,5.38646,0.308992,66.7927,10.06,-0.364803,0.80234,59.8912,16.2343,13.2543,0.0001,south
-8.5826,1.25213,1.93806,82.7373,6.03318,0.410218,64.3678,10.06,-0.17683,0.881801,58.2106,17.3545,15.373,0.0001,south
-8.5344,1.21849,1.9945,82.5158,6.42305,0.489396,67.1977,10.06,0.0945824,0.767222,61.994,16.3564,14.3331,0.0001,south
-8.5159,1.27679,2.06705,81.9057,6.21741,0.0929176,63.8088,10.06,-0.553992,0.714131,58.2269,16.4772,13.434,0.0001,south
-8.7031,-0.590802,2.01269,83.5328,4.89945,-0.322494,65.3639,10.06,-0.599653,0.792962,58.7436,16.2114,12.8928,0.0001,south
8.2259,0.231414,1.96736,144.574,-3.11818,0.0586327,123.553,-10.06,-0.0575013,0.971423,110.501,11.5089,9.3638,0.0001,north
8.3002,0.339148,1.97472,139.055,-2.74463,-0.0164656,118.475,-10.06,-0.257633,0.858966,106.28,12.1073,8.36737,0.0001,north
8.5727,-1.18549,1.97693,142.279,-5.59632,-0.401534,124.013,-10.06,-0.22488,0.506555,114.908,10.755,7.07128,0.0001,north
8.4581,-1.12954,1.96095,143.402,-6.19143,-0.635899,121.155,-10.06,-0.513079,0.510324,113.786,10.486,7.93463,0.0001,north
8.4491,-1.07052,1.98047,143.718,-3.11169,-0.682,122.374,-10.06,-0.429037,0.976846,109.201,11.6076,9.46678,0.0001,north
8.2368,0.289146,1.96017,145.992,-5.20837,-0.179968,127.923,-10.06,-0.38754,0.61129,118.127,10.5883,7.8319,0.0001,north
-8.8365,-0.595741,2.04182,88.7939,6.20907,-0.113958,70.2466,10.06,-0.358182,0.847367,64.4039,15.6707,14.809,0.0001,south
-8.7389,-0.608426,1.99362,85.6212,4.16647,0.0112818,67.009,10.06,-0.188118,0.813261,59.7377,15.7317,12.5425,0.0001,south
-8.7324,-0.571378,1.95202,82.8669,6.12379,0.320142,65.2587,10.06,0.321621,0.751564,59.8208,16.0436,13.7745,0.0001,south
-8.8329,-0.6454,2.04244,83.766,5.29685,0.0846412,67.3457,10.06,0.00787572,0.590354,61.0536,16.1097,10.6551,0.0001,south
-8.6271,-0.606324,1.99771,84.8881,4.65548,-0.0111553,71.3584,10.06,-0.0763785,0.849713,63.881,15.5671,12.5618,0.0001,south
-8.7614,-0.591539,2.0125,82.7937,4.49019,-0.13076,66.0424,10.06,-0.308244,0.853351,58.9857,16.411,13.2124,0.0001,south
8.7241,0.707338,1.94645,82.6609,-6.24583,-0.0331931,68.9561,-10.06,-0.16087,0.562637,64.0065,15.5147,10.7781,0.0001,north
9.0573,0.795578,1.93923,84.3649,-4.20444,0.343323,68.6125,-10.06,0.212485,0.615884,61.3069,16.4824,10.4312,0.0001,north
8.9449,0.783808,1.92685,87.9103,-2.57127,0.292328,73.5781,-10.06,0.230194,0.803824,63.9986,15.1279,11.2266,0.0001,north
8.9906,0.700299,1.93162,86.5691,-5.71602,0.0373957,69.7358,-10.06,-0.0916612,0.63111,64.0279,15.5604,11.0684,0.0001,north
8.8109,0.67589,1.91504,82.8921,-6.15229,0.268729,68.0623,-10.06,0.290938,0.611676,62.1897,15.7208,11.5107,0.0001,north
8.8347,0.6735,1.96148,75.4939,-6.24676,0.234883,59.7082,-10.06,0.281422,0.734579,54.0868,17.8079,14.4091,0.0001,north
-8.6659,-0.518634,1.95551,85.6268,6.05401,-0.188034,66.5317,10.06,-0.56081,0.803866,60.7585,16.2204,14.2652,0.0001,south
-8.8352,-0.596477,2.00659,82.9322,4.19518,0.291909,66.1907,10.06,0.26389,0.857124,58.7399,16.3069,13.0743,0.0001,south
-8.7133,-0.622079,1.95185,81.7302,6.19164,-0.0996351,63.6278,10.06,-0.292188,0.795918,58.0749,17.135,14.6436,0.0001,south
-8.668,-0.627422,1.99314,83.0145,2.24428,-0.173566,65.6442,10.06,-0.529697,0.940006,56.1884,16.4576,13.8137,0.0001,south
-8.6771,-0.700294,1.93007,83.6398,5.621,-0.393545,67.7545,10.06,-0.670388,0.620396,62.0182,15.8036,11.1814,0.0001,south
-8.6844,-0.558068,1.98702,84.1176,6.10854,-0.288913,69.1038,10.06,-0.431796,0.818915,63.1998,16.0399,14.3406,0.0001,south
8.4708,0.574142,1.96075,136.289,-2.97065,0.0726394,116.969,-10.06,-0.176767,0.959335,104.386,12.0814,9.41949,0.0001,north
8.4823,0.590086,1.94288,142.107,-3.30744,0.113837,121.065,-10.06,-0.0431112,0.855386,108.837,11.5879,8.61603,0.0001,north
8.5478,0.494594,1.96537,143.912,-4.00117,0.218297,123.604,-10.06,0.384401,0.630268,112.008,11.3663,7.03693,0.0001,north
8.4539,0.619856,1.9431,137.936,-3.88763,-0.0174141,119.577,-10.06,-0.0988556,0.707749,108.282,11.2404,7.81906,0.0001,north
8.4512,0.655461,1.92847,140.523,-2.22599,0.124247,118.41,-10.06,-0.399545,0.949513,114.185,12.2506,8.5207,0.0001,north
8.6522,0.685743,1.97641,137.688,-7.28495,-0.196066,117.284,-10.06,-0.321441,0.309563,112.187,9.95431,6.34386,0.0001,north
-8.2638,-0.77777,1.97592,122.337,4.25063,-0.327966,106.44,10.06,-0.334341,0.784707,97.0894,12.4155,9.24335,0.0001,south
-8.3957,-0.764657,1.99732,123.222,3.62485,0.0505126,106.427,10.06,0.297993,0.813226,96.1483,12.2269,8.99328,0.0001,south
-8.3798,-0.786588,1.98838,126.414,5.80041,0.350026,108.286,10.06,0.617028,0.494829,100.259,11.3827,7.45171,0.0001,south
-8.1681,-0.748886,1.95922,122.579,2.19969,-0.00314719,106.221,10.06,0.735417,0.930633,96.1135,12.957,9.14499,0.0001,south
-8.2519,-0.785811,1.94377,126.209,3.33534,-0.232508,109.316,10.06,-0.126924,0.840307,98.3007,12.1848,8.91914,0.0001,south
-8.3491,-0.693988,1.97193,123.947,1.66628,-0.253029,104.15,10.06,-0.137412,0.946513,91.7822,13.364,9.12626,0.0001,south
8.6914,0.795803,1.9379,143.365,-3.65847,0.479882,124.054,-10.06,0.459227,0.750033,112.956,11.328,7.89811,0.0001,north
8.4841,0.600964,1.9436,136.813,-3.75396,0.369987,121.299,-10.06,0.54561,0.698745,111.151,11.2056,7.56877,0.0001,north
8.6565,0.61818,1.93721,144.313,-4.30516,0.429265,123.774,-10.06,0.489485,0.675304,117.309,11.0032,7.75209,0.0001,north
8.5154,0.6825,1.93741,138.521,-3.09249,0.668614,121.35,-10.06,0.826129,0.894567,109.025,11.5993,8.81561,0.0001,north
8.5545,0.69845,1.95283,138.633,-2.87514,0.35488,117.098,-10.06,0.21821,1.07006,105.267,11.8465,10.13,0.0001,north
8.3523,0.671862,1.91237,136.945,-2.76203,0.528061,121.091,-10.06,0.625739,0.887002,108.251,11.6795,8.51749,0.0001,north
-8.1985,-0.724228,1.96876,123.48,4.29451,-0.0576941,107.335,10.06,0.225104,0.736804,97.642,11.8461,8.82191,0.0001,south
-8.3729,-0.739848,1.97441,126.914,3.38573,0.208404,109.627,10.06,0.56357,0.795215,98.0428,12.2104,8.60548,0.0001,south
-8.2851,-0.739424,1.9618,127.404,2.77623,-0.385264,113.338,10.06,-0.303131,0.785812,100.851,12.4105,8.00559,0.0001,south
-8.3635,-0.747361,1.99172,122.992,4.26234,-0.342749,107.955,10.06,-0.158653,0.743468,97.8045,11.9783,8.76982,0.0001,south
-8.123,-0.768797,1.94753,125.969,2.57884,-0.225261,112.017,10.06,0.0327455,0.790111,99.9679,12.4192,8.05166,0.0001,south
-8.3566,-0.75476,1.97381,127.573,5.35534,-0.0971923,109.128,10.06,0.124936,0.592491,101.053,11.4317,8.15572,0.0001,south
8.6408,0.786945,1.94195,144.409,-4.47813,0.234336,123.237,-10.06,0.0501297,0.532408,112.884,10.9411,6.4537,0.0001,north
8.5769,0.953871,1.94531,143.867,-4.33637,0.599207,119.787,-10.06,0.463214,0.712802,109.151,10.9096,8.1941,0.0001,north
8.6138,0.651257,1.91545,142.859,-2.99609,0.0648262,121.39,-10.06,-0.254782,1.02756,108.295,11.3549,9.76989,0.0001,north
8.486,0.687719,1.94105,137.431,-1.88293,0.405912,120.177,-10.06,0.178533,0.992469,106.218,12.505,8.84042,0.0001,north
8.5238,0.676249,1.9194,138.574,-3.49159,-0.0677337,121.063,-10.06,-0.509667,0.79483,110.326,11.3563,8.22086,0.0001,north
8.482,0.68581,1.902,140.982,0.7324,0.269278,116.702,-10.06,-0.365649,1.41755,109.712,15.0943,10.3974,0.0001,north
-8.312,0.392394,1.94105,133.914,-3.0622,0.233315,99.5736,10.06,-0.130748,2.42082,93.2723,21.0368,15.385,0.0001,south
-8.3778,0.330649,2.03555,133.05,1.43015,0.386687,116.497,10.06,0.386196,0.817134,104.605,13.3423,7.6126,0.0001,south
-8.4317,0.32186,1.98918,141.003,2.97042,0.263312,120.87,10.06,0.202074,0.836908,108.123,12.0884,8.28299,0.0001,south
-8.4795,0.276371,2.03116,142.576,2.05776,0.279943,121.382,10.06,0.216477,0.904667,107.498,12.795,8.2868,0.0001,south
-8.4238,0.48305,1.97355,145.488,3.34462,0.223162,125.635,10.06,-0.0122641,0.785209,113.083,11.5469,7.94977,0.0001,south
-8.3992,0.394944,1.9881,141.548,3.0518,0.141316,127.27,10.06,-0.058105,0.753178,114.325,11.4171,7.45887,0.0001,south
-8.4636,0.362081,1.97281,143.278,4.34031,0.172573,123.466,10.06,0.0697985,0.663377,113.126,11.1622,7.62502,0.0001,south
8.6184,0.798399,1.93461,138.356,-5.86657,0.174797,123.317,-10.06,0.0444858,0.493277,114.435,10.0904,7.19126,0.0001,north
8.5168,0.7135,1.94129,143.086,-5.95301,0.471124,124.018,-10.06,0.449475,0.415915,117.101,10.2175,6.20587,0.0001,north
8.5505,0.772132,1.91935,140.054,-2.15424,0.356817,121.456,-10.06,0.113697,0.829468,107.81,11.9642,7.79041,0.0001,north
8.3248,0.755461,1.85233,139.689,0.7548,0.492293,115.602,-10.06,0.0557429,1.46572,106.49,14.9854,10.1542,0.0001,north
8.3301,0.607499,1.91288,137.105,-2.49408,0.155333,120.287,-10.06,-0.131098,0.921092,107.418,11.8174,8.61555,0.0001,north
8.3665,0.56384,1.92754,137.884,-3.03427,0.030956,117.608,-10.06,-0.419902,1.04046,113.443,11.3856,9.95649,0.0001,north
-8.7588,-0.587079,1.98072,86.1031,6.36286,-0.0654431,72.6844,10.06,-0.076389,0.627278,67.5313,15.3396,11.6292,0.0001,south
-8.5415,-0.573506,1.95169,85.6819,5.71074,-0.100984,67.0092,10.06,-0.216054,0.593964,61.2842,15.4932,11.0002,0.0001,south
-8.5723,-0.610437,1.9717,84.6382,4.78492,-0.30534,68.5109,10.06,-0.541369,0.777273,61.4506,15.6206,12.2435,0.0001,south
-8.6912,-0.58617,1.98366,84.8639,6.46178,0.131865,70.3301,10.06,0.184163,0.602542,65.3839,15.8894,11.6009,0.0001,south
-8.5494,1.2778,1.99095,85.6316,6.00576,0.519509,69.8585,10.06,0.177527,0.655787,64.134,15.6365,11.7774,0.0001,south
-8.6988,-0.560637,1.95329,87.5734,5.30276,-0.0533131,72.4534,10.06,-0.110547,0.69375,65.4258,15.0884,11.2357,0.0001,south
8.595,0.828109,1.96625,138.583,-4.77513,0.353916,115.839,-10.06,0.133176,0.808259,106.237,10.9984,9.7487,0.0001,north
8.5768,0.790121,1.96168,139.125,-3.97409,0.267667,119.98,-10.06,-0.0730663,0.562462,109.138,11.2531,6.4136,0.0001,north
8.5767,0.613524,1.96737,138.445,-2.62917,0.0717367,118.264,-10.06,-0.329227,0.801129,104.887,12.0034,7.82607,0.0001,north
8.536,0.650375,1.95069,134.446,-2.18451,0.190985,117.425,-10.06,-0.140371,0.88214,103.449,12.3532,8.33142,0.0001,north
8.5546,0.631388,1.96768,136.578,-3.31371,0.162957,120.655,-10.06,-0.200507,0.847691,108.66,11.3809,8.63545,0.0001,north
8.5092,0.597491,1.96272,139.164,-3.11617,0.273798,119.536,-10.06,-0.0426772,0.808179,106.482,11.7356,8.19214,0.0001,north
-8.6132,-0.760389,1.99429,125.581,3.09478,0.0937252,106.517,10.06,0.574048,0.803187,103.286,12.0622,8.31172,0.0001,south
-8.4231,-0.812162,1.97354,129.126,2.6245,0.0359111,113.849,10.06,0.605208,0.861116,100.546,12.337,8.54415,0.0001,south
-8.5073,-0.724717,1.97767,133.813,2.87805,0.103635,117.722,10.06,0.602446,0.86268,106.991,12.2115,8.47041,0.0001,south
-8.4122,-0.750253,1.95194,136.005,2.33476,-0.103808,116.461,10.06,0.367794,0.776,103.168,12.3593,7.64248,0.0001,south
-8.4247,-0.694063,1.96959,134.944,4.8328,0.229207,116.963,10.06,0.621098,0.589618,107.124,10.9935,7.41519,0.0001,south
-8.4366,-0.730055,1.98808,134.488,4.32486,0.14717,116.967,10.06,0.553994,0.593938,106.647,11.2425,7.09566,0.0001,south
8.5446,0.589458,1.97079,138.349,-1.7026,0.265616,120.69,-10.06,0.0208987,0.950673,107.121,12.3014,8.40242,0.0001,north
8.6189,0.559507,1.95041,140.061,-3.37379,-0.0505528,122.884,-10.06,-0.371958,0.686039,112.413,11.3588,7.17572,0.0001,north
8.4501,0.610194,1.94064,135.26,-4.64118,0.0975665,118.098,-10.06,-0.121182,0.780227,108.054,10.9518,9.29762,0.0001,north
8.3963,0.758436,1.88591,143.697,1.0738,0.419214,116.511,-10.06,-0.0579311,1.34151,110.22,15.5824,9.59347,0.0001,north
8.5159,0.611506,1.94757,142.535,-3.7804,-0.0121533,123.566,-10.06,-0.342369,0.575251,111.844,11.1966,6.42413,0.0001,north
8.5272,0.561314,1.94683,141.879,-5.18169,-0.127626,123.955,-10.06,-0.315566,0.60583,114.525,10.773,7.83139,0.0001,north
-8.3392,-0.685244,1.94856,133.075,1.76382,-0.0044534,115.648,10.06,0.627081,0.977122,107.998,12.5599,8.65729,0.0001,south
-8.3427,-0.808184,1.95751,133.646,2.24526,-0.586505,115.689,10.06,-0.407709,0.723368,101.846,12.5107,7.32232,0.0001,south
-8.2437,-0.83287,1.95139,130.084,1.71733,-0.445338,114.623,10.06,-0.155714,0.943542,101.657,13.0307,8.59915,0.0001,south
-8.2669,-0.725944,1.95809,131.032,3.21249,-0.294495,116.296,10.06,0.000100002,0.722077,103.579,11.7322,7.62282,0.0001,south
-8.409,-0.813204,1.96593,131.427,2.58236,-0.596037,116.669,10.06,-0.509591,0.738721,103.852,12.1776,7.43811,0.0001,south
-8.1877,-0.802372,1.93319,132.45,3.99194,-0.325823,116.231,10.06,-0.0691241,0.507133,105.567,11.3433,6.15939,0.0001,south
8.7814,1.0119,1.94175,142.27,-4.60665,0.668522,120.249,-10.06,0.55478,0.644278,109.949,10.9844,7.72886,0.0001,north
8.6115,0.622383,1.96415,136.231,-3.31579,0.0313694,118.876,-10.06,-0.290434,0.907641,106.461,11.3723,9.16305,0.0001,north
8.4311,0.85302,1.8649,142.882,1.5887,0.528778,116.295,-10.06,0.158147,1.76243,106.68,16.2531,11.3919,0.0001,north
8.4304,0.605813,1.97592,124.894,-5.43548,0.0511442,107.824,-10.06,-0.196108,0.580601,100.047,11.7938,8.17245,0.0001,north
8.5,0.624414,1.93026,135.71,-3.08215,-0.017855,119.3,-10.06,-0.378353,0.963519,106.414,11.5604,9.38658,0.0001,north
8.5761,0.640018,1.93951,143.182,-3.57809,0.0191041,124.002,-10.06,-0.332295,0.712706,111.757,11.2299,7.52552,0.0001,north
-8.3393,-0.722409,1.95112,137.517,3.67145,0.172493,118.283,10.06,0.659149,0.696176,106.608,11.6439,7.62237,0.0001,south
-8.2868,-0.770262,1.9447,131.031,2.38875,0.0948285,115.539,10.06,0.70623,0.847498,102.591,12.139,8.16655,0.0001,south
-8.407,-0.688651,1.95246,138.904,5.39786,0.330219,120.704,10.06,0.684823,0.493571,111.565,10.5605,6.80315,0.0001,south
-8.4917,-0.733881,1.94103,131.467,3.02036,0.231475,114.173,10.06,0.834093,0.920433,110.065,11.7407,8.85784,0.0001,south
-8.313,-0.773222,1.92501,131.105,2.52532,-0.214381,115.046,10.06,0.00963501,0.743818,101.963,12.2944,7.54548,0.0001,south
-8.4301,-0.715924,1.99077,133.651,1.70175,0.0262183,116.433,10.06,0.537783,0.898929,102.081,12.9107,8.2382,0.0001,south
8.6422,0.591494,1.98268,135.447,-4.9848,-0.00178903,115.899,-10.06,-0.15828,0.565869,106.759,10.8494,7.34484,0.0001,north
8.478,0.68249,1.88176,141.646,1.7254,0.225942,111.473,-10.06,-0.38507,1.5465,105.324,16.5605,10.7417,0.0001,north
8.4516,0.628457,1.93666,136.324,-2.30245,-0.0364223,120.769,-10.06,-0.467036,1.02287,107.008,12.1226,9.27124,0.0001,north
8.5827,0.702416,1.91777,146.5,-4.93451,-0.0739492,125.869,-10.06,-0.418787,0.481305,116.644,10.4998,6.09928,0.0001,north
8.7106,0.657152,1.94024,142.886,-4.16996,0.133674,116.185,-10.06,-0.0606677,0.654092,105.761,11.0377,7.58949,0.0001,north
8.3882,0.665663,1.91545,140.788,-1.6108,0.253855,120.204,-10.06,-0.0416127,0.790984,115.071,12.4913,7.22334,0.0001,north
-8.5791,-0.844244,1.9616,134.314,4.47599,-0.308981,113.725,10.06,-0.0635346,0.586448,103.628,11.4429,7.25416,0.0001,south
-8.4181,-0.795481,1.93891,135.815,4.04128,-0.28891,115.806,10.06,-0.043726,0.645706,104.361,11.512,7.47679,0.0001,south
-8.3795,-0.811894,1.96908,131.685,2.65282,-0.53518,116.151,10.06,-0.412991,0.734599,105.74,12.4299,7.40707,0.0001,south
-8.1209,-0.776975,1.94476,134.55,4.34853,-0.344188,118.916,10.06,-0.104365,0.606491,108.496,10.9654,7.20323,0.0001,south
-8.4557,-0.854805,1.94372,138.995,4.14743,-0.253377,119.092,10.06,0.0136759,0.570413,108.406,11.2623,6.70485,0.0001,south
-8.5858,-0.763334,1.93723,140.55,4.44194,-0.10867,118.096,10.06,0.248629,0.592537,108.032,11.0793,7.16228,0.0001,south
8.5226,0.621865,1.92589,136.121,-3.67597,0.0600511,115.754,-10.06,-0.208748,0.73599,104.624,11.0654,8.00071,0.0001,north
8.4959,-0.844412,1.92028,144.068,-2.37703,-0.413322,123.566,-10.06,-0.0748835,0.829314,110.032,11.9835,7.77929,0.0001,north
8.5915,-0.883941,1.97646,120.599,-5.84713,-0.157308,104.188,-10.06,0.061096,0.559747,97.0747,11.8872,8.50262,0.0001,north
8.6815,-0.977031,1.94447,143.103,-3.92006,-0.505944,121.919,-10.06,-0.278301,0.722694,111.124,11.1939,7.89894,0.0001,north
8.6391,-0.887253,1.91465,139.476,-1.88394,-0.308787,120.611,-10.06,0.138676,0.942346,106.304,12.2843,8.46385,0.0001,north
8.5599,-0.956011,1.98618,121.93,-3.43348,-0.230716,108.913,-10.06,0.1552,0.685162,98.4452,12.2873,7.65057,0.0001,north
-8.35,-0.880256,1.96234,135.954,2.61442,-0.628155,118.669,10.06,-0.519971,0.734204,107.99,12.2307,7.33301,0.0001,south
-8.2346,-0.829317,1.94061,138.15,3.43912,-0.438843,117.721,10.06,-0.296693,0.705969,105.62,11.634,7.57507,0.0001,south
-8.4508,-0.799825,1.93688,139.543,3.00898,-0.321917,118.592,10.06,-0.0151568,0.800444,105.977,11.7622,8.07596,0.0001,south
-8.3996,-0.840865,1.98361,138.018,4.75372,-0.685531,117.203,10.06,-0.584059,0.53911,107.913,11.1588,6.82994,0.0001,south
-8.4069,-0.82537,1.9216,134.071,3.57548,-0.297054,115.575,10.06,-0.0018497,0.717491,104.199,11.4743,7.79411,0.0001,south
-8.2891,-0.875338,1.93336,134.866,1.99502,-0.615549,113.876,10.06,-0.357997,0.871227,106.53,12.5097,8.14026,0.0001,south
8.6596,-0.676376,1.98447,83.3546,-4.98313,-0.425276,66.0945,-10.06,-0.586149,0.792896,59.3591,16.6332,12.8911,0.0001,north
8.651,-0.626717,1.99247,84.8802,-4.38971,-0.226641,69.7329,-10.06,-0.162921,0.759509,62.236,15.8329,11.7397,0.0001,north
8.9237,-0.577749,1.96413,81.9808,-5.67997,-0.211313,67.7744,-10.06,-0.300056,0.789767,61.5366,17.0752,13.2986,0.0001,north
8.7315,-0.631854,1.96921,88.454,-3.2885,-0.0976199,71.4534,-10.06,-0.103625,0.889723,62.6204,15.6557,12.3251,0.0001,north
8.7288,-0.623053,1.98342,83.9983,-5.25806,-0.0819177,67.3923,-10.06,-0.132838,0.815472,60.6102,16.0927,13.2511,0.0001,north
8.7111,-0.63411,1.98142,81.9243,-5.20206,-0.286283,67.8923,-10.06,-0.448837,0.763764,61.2163,16.5354,12.4679,0.0001,north
-8.279,0.466106,1.98144,143.882,3.4757,0.299675,122.832,10.06,0.259938,0.73613,110.651,11.5988,7.66449,0.0001,south
-8.4503,0.437791,1.97996,138.691,1.16469,0.139852,118.439,10.06,-0.0861506,1.05168,103.177,13.2153,8.92139,0.0001,south
-8.3481,0.438328,1.95495,139.462,1.27631,0.265625,120.396,10.06,0.120279,0.901812,106.009,12.863,7.99161,0.0001,south
-8.4754,0.52121,2.00386,144.119,1.83765,0.294423,124.296,10.06,0.0626807,0.811134,112.852,12.8117,7.27974,0.0001,south
-8.3381,0.413696,1.9362,138.504,1.63598,0.113118,119.422,10.06,-0.165014,1.01023,105.939,12.6604,8.83337,0.0001,south
-8.5456,0.431399,1.98649,145.729,2.3341,0.227142,123.109,10.06,0.0107026,0.786857,109.254,12.1542,7.46639,0.0001,south
8.7073,-0.59055,1.9558,84.7396,-4.61824,-0.0973388,70.7101,-10.06,-0.122983,0.740102,63.9863,15.6424,11.4276,0.0001,north
8.7752,-0.592914,1.9773,83.2602,-4.4237,-0.0597194,65.6119,-10.06,-0.111441,0.839378,57.6766,15.8658,13.1885,0.0001,north
8.7432,-0.629365,2.02716,81.552,-8.13852,0.0718933,65.2619,-10.06,0.208452,0.577292,62.2024,17.3258,17.3037,0.0001,north
8.7818,-0.616976,1.96948,84.5636,-6.57794,-0.091475,63.6649,-10.06,-0.271062,0.783466,58.5147,16.6229,15.3166,0.0001,north
8.743,-0.590362,1.98515,81.9126,-5.49364,0.0700043,65.9563,-10.06,-0.00468451,0.740499,59.9479,16.2053,12.7407,0.0001,north
8.7037,-0.610731,1.99713,82.9051,-6.0643,-0.0317843,68.3863,-10.06,-0.0471633,0.704448,62.7448,16.0958,12.6701,0.0001,north
-8.4517,0.496937,1.97903,146.68,-1.1595,0.295786,118.625,10.06,-0.016186,1.52485,110.079,16.1218,10.4588,0.0001,south
-8.3025,0.47949,1.97361,142.569,1.02825,0.168887,122.796,10.06,-0.142172,1.00435,116.531,13.2015,8.30273,0.0001,south
-8.5814,0.458382,2.01093,142.969,3.3307,0.04444,120.536,10.06,-0.200464,0.738488,109.766,11.6498,7.65136,0.0001,south
-8.4604,0.48206,1.95728,143.799,-2.2867,0.283796,112.064,10.06,-0.150936,1.89958,106.465,18.4378,12.559,0.0001,south
-8.4188,0.444168,1.9928,144.071,2.95168,0.149058,128.505,10.06,-0.141155,0.769437,116.555,11.4857,7.49347,0.0001,south
-8.6718,0.458771,2.01375,147.296,-0.6735,0.388675,120.841,10.06,0.208086,1.47756,117.674,15.0513,10.3986,0.0001,south
8.673,-0.675397,1.95126,87.1461,-2.37782,-0.246796,72.3714,-10.06,-0.259003,0.893621,63.2118,15.8594,12.0489,0.0001,north
8.6779,-0.598603,1.97377,83.7189,-5.5478,-0.167289,70.456,-10.06,-0.140856,0.722005,64.1157,15.7325,12.0511,0.0001,north
3.6686,-1.2101,1.63728,103.509,-9.072791,-0.587455,85.6184,-10.06,-0.522031,0.15269,84.1296,12.1765,7.18561,0.0001,north
8.7867,-0.677577,1.99368,80.665,-6.1101,-0.435465,67.074,-10.06,-0.528998,0.86007,61.1282,16.7552,15.0167,0.0001,north
8.681,-0.642222,1.9747,82.3009,-5.01081,-0.313265,66.6693,-10.06,-0.521713,0.82897,59.6588,16.6727,13.2157,0.0001,north
8.6639,-0.547184,1.98825,84.3332,-4.11543,-0.0844392,71.4245,-10.06,-0.0866648,0.725912,63.9202,15.6167,11.1049,0.0001,north
8.727,-0.563762,1.96543,82.6952,-5.71842,-0.0271485,67.0927,-10.06,-0.0292201,0.800326,61.0603,16.6578,13.5925,0.0001,north
-8.4302,0.479214,1.99072,143.025,0.92984,0.2044,123.663,10.06,-0.0644648,1.0605,108.966,13.376,8.65177,0.0001,south
-8.3316,0.445108,1.9245,148.219,-1.4898,0.277883,120.108,10.06,0.0700366,1.59508,111.391,16.6104,10.9483,0.0001,south
-8.5581,0.420728,2.00131,143.079,1.92502,0.173308,123.103,10.06,0.000673883,0.899787,108.719,12.6387,8.16066,0.0001,south
-8.7664,0.448643,2.02246,140.928,3.0055,0.0989993,121.691,10.06,-0.121484,0.733923,109.257,11.5819,7.42859,0.0001,south
-8.411,0.341572,1.96955,142.722,2.55696,0.324901,122.267,10.06,0.269415,0.732236,108.667,11.9758,7.18989,0.0001,south
-8.5019,0.493564,1.97853,143.928,-2.2323,0.439716,110.857,10.06,0.30947,1.74557,101.988,18.4106,11.7927,0.0001,south
8.8035,-0.602994,1.96744,81.5764,-6.50277,-0.282012,64.7217,-10.06,-0.451158,0.792119,59.5462,16.8774,15.1037,0.0001,north
8.6736,-0.627132,1.98423,85.235,-5.13228,-0.158173,68.9625,-10.06,-0.270213,0.764033,62.3247,15.9415,12.2753,0.0001,north
8.7056,-0.600871,1.97673,82.4739,-5.06147,-0.0557588,66.3646,-10.06,-0.0440945,0.772245,59.8899,16.2865,12.7,0.0001,north
10.278,1.04934,2.26204,105.343,-6.86481,-0.0672291,88.3148,-10.06,-0.316167,0.472772,83.1607,13.489,9.26707,0.0001,north
8.7645,-0.630453,1.99684,85.1333,-5.19867,0.00355046,68.7986,-10.06,-0.0275299,0.787936,62.2183,15.9089,12.6269,0.0001,north
8.7215,-0.645907,1.96569,83.8787,-7.16745,-0.483036,67.7542,-10.06,-0.664674,0.59603,63.4216,16.2028,13.2025,0.0001,north
-8.5631,0.36867,1.95813,152.295,4.13116,-0.0287725,126.798,10.06,-0.281705,0.540252,121.726,10.9303,6.23384,0.0001,south
-8.5423,0.37173,1.98708,143.613,3.69864,-0.217676,129.301,10.06,-0.534223,0.571218,120.135,11.0138,6.13878,0.0001,south
-8.645,0.396715,1.99694,148.439,5.18626,-0.12857,126.013,10.06,-0.32246,0.534947,117.034,10.661,6.89903,0.0001,south
-8.4128,0.377436,1.94042,146.427,2.95801,0.209839,125.242,10.06,0.106392,0.772926,113.347,11.4995,7.5588,0.0001,south
