rX,rY,rZ,rSpeed,bX,bY,bSpeed,sX,sY,sZ,sSpeed,dAng,bAng,bZ,bowlerEnd
-8.4575,-0.753512,2.18424,88.0429,6.14437,-0.314706,70.2451,10.06,-0.0412179,0.728409,64.549,15.9286,12.9856,0.0001,south
8.4835,-0.651583,2.2027,136.53,-1.60994,-0.482302,113.245,-10.06,-0.218975,1.15856,109.174,14.1629,9.63149,0.0001,north
8.33,-0.587361,2.158,141.576,0.1065,-0.409712,116.478,-10.06,-0.0105766,1.26865,109.24,16.0845,9.32214,0.0001,north
8.4667,-0.805346,2.1971,136.017,-2.65201,-0.452369,116.51,-10.06,-0.158862,1.01132,105.518,13.2385,9.46992,0.0001,north
8.3919,-0.629185,2.20334,133.746,-2.69141,-0.449918,117.671,-10.06,-0.189381,1.06123,104.844,13.2132,9.92605,0.0001,north
8.3893,-0.603327,2.20003,136.443,-3.20853,-0.357964,118.649,-10.06,-0.157385,0.863746,106.407,12.8715,8.68579,0.0001,north
8.437,-0.686214,2.16927,136.088,0.8336,-0.491943,109.504,-10.06,-0.0726328,1.56292,103.042,17.2028,11.3609,0.0001,north
-8.5952,-0.706246,2.20816,86.8599,5.35144,-0.56954,62.8254,10.06,0.0716507,0.623808,56.7454,16.8628,11.6326,0.0001,south
-8.5788,-0.749158,2.16841,85.7289,6.32685,-0.697772,63.6714,10.06,-0.348409,0.736487,58.1937,16.923,14.004,0.0001,south
-8.555,-0.715363,2.13278,88.5534,5.05465,-0.618644,69.8539,10.06,-0.341144,0.837626,63.2989,16.1076,12.9324,0.0001,south
-8.5071,-0.712157,2.15958,89.2927,6.85759,-0.38923,75.2363,10.06,-0.262764,0.557671,70.5319,15.8407,11.2785,0.0001,south
-8.472,-0.728221,2.16322,86.6865,3.86266,-0.500294,66.0121,10.06,0.114622,0.992536,58.0674,16.5338,14.2369,0.0001,south
-8.5293,-0.695535,2.19739,88.0427,6.1771,-0.40634,62.6474,10.06,0.0374691,0.635899,57.365,15.8365,12.4835,0.0001,south
8.731,-0.878617,2.02105,77.5212,-6.3134,0.155602,55.7566,-10.06,0.203331,0.791195,50.4192,18.044,15.9283,0.0001,north
8.709,-1.20592,2.03612,78.1374,-6.67325,-0.172778,64.2957,-10.06,0.140297,0.598519,59.7278,18.2062,12.4472,0.0001,north
8.8116,-1.20719,1.97396,83.2759,-4.83832,-0.395456,68.3037,-10.06,-0.155758,0.635729,61.2377,16.5208,10.9008,0.0001,north
8.6388,-1.20867,1.94058,84.2824,-4.88464,-0.37302,66.3876,-10.06,-0.267769,0.768772,59.5627,15.6904,12.5302,0.0001,north
8.7601,-1.148,1.94803,83.4615,-5.29131,-0.0328685,63.8198,-10.06,0.257749,0.840417,57.3666,16.359,14.0175,0.0001,north
8.6386,-0.929504,1.99013,83.2154,-5.19009,-0.066705,62.8951,-10.06,0.11079,0.714844,56.3934,16.413,12.7133,0.0001,north
-8.5359,-0.789229,2.14644,86.2904,6.4369,-0.6653,66.5828,10.06,-0.485416,0.612867,61.6085,16.3326,12.084,0.0001,south
-8.7986,-0.723161,2.19965,88.364,7.08363,-0.518264,68.7551,10.06,-0.352217,0.232371,65.3262,16.8936,5.9883,0.0001,south
-8.5092,-0.773816,2.16545,83.6123,6.40312,-0.591951,64.4658,10.06,-0.417692,0.614767,59.4038,17.1289,12.2604,0.0001,south
-8.5679,-0.767909,2.179,84.5196,6.57245,-0.549646,62.9377,10.06,-0.281545,0.74319,57.8943,16.8001,14.7704,0.0001,south
-8.4737,-0.767825,2.14803,84.9518,6.24777,-0.520637,59.0283,10.06,-0.10056,1.03689,52.8826,16.9211,18.7535,0.0001,south
-8.5007,-0.753128,2.19901,86.3351,6.1911,-0.503856,60.7855,10.06,-0.144791,0.833946,55.0941,16.5831,15.6352,0.0001,south
8.9024,0.174755,2.01476,142.166,-6.89498,-0.475688,120.015,-10.06,-0.60434,0.403607,113.942,9.58476,7.36932,0.0001,north
8.4882,0.218387,2.00426,142.436,-9.556036,-0.581846,107.058,-10.06,-0.61178,0.112311,106.122,8.78078,8.72147,0.0001,north
8.8953,0.265778,1.9887,149.528,-5.41586,0.0137176,125.857,-10.06,-0.133126,0.510943,116.665,10.4505,6.87599,0.0001,north
8.648,0.276842,1.97235,150.343,-3.62935,-0.0891793,127.687,-10.06,-0.358075,0.663387,115.845,11.1365,7.02502,0.0001,north
8.3042,-1.43673,1.9453,149.085,-6.55046,-0.73303,131.532,-10.06,-0.640769,0.372127,126.267,9.49349,6.14622,0.0001,north
8.7506,-1.41857,1.97557,158.842,-6.76134,-0.615898,129.29,-10.06,-0.504338,0.473166,123.006,9.88838,8.20602,0.0001,north
-8.5061,-0.757728,2.13517,84.9616,4.38251,-0.27434,64.7331,10.06,0.350744,0.83178,57.3952,16.9369,13.1986,0.0001,south
-8.5287,-0.728256,2.12833,85.8946,6.17872,-0.521419,61.7342,10.06,-0.208311,0.693642,56.2952,17.2034,13.4303,0.0001,south
-8.4507,-0.737917,2.17849,83.3055,6.45892,-0.537807,60.0074,10.06,-0.225662,0.754431,55.002,17.6728,14.9866,0.0001,south
-8.3989,-0.760661,2.13522,86.7722,5.01971,-0.202704,68.5577,10.06,0.341162,0.720596,61.7175,16.1906,11.8328,0.0001,south
-8.569,-0.828396,2.15772,87.8099,4.89162,-0.475635,63.2336,10.06,0.103739,0.824804,56.5227,16.2927,13.5918,0.0001,south
-8.6179,-0.802259,2.15859,86.4392,5.61022,-0.558515,59.8964,10.06,-0.225249,0.769569,53.6597,16.4819,14.1135,0.0001,south
8.7187,0.292376,1.96418,155.085,-2.83152,0.139076,129.728,-10.06,0.061603,0.863748,115.427,11.4601,8.14314,0.0001,north
8.8305,0.351129,1.98218,156.379,-5.32061,-0.199309,126.09,-10.06,-0.376543,0.603808,116.693,10.3539,7.91193,0.0001,north
8.4238,0.357333,1.95059,148.641,-3.41681,0.156685,124.069,-10.06,0.0289905,0.68405,112.867,11.2686,7.12135,0.0001,north
8.4032,0.272059,1.95579,146.802,-5.69927,-0.0969765,126.828,-10.06,-0.174873,0.477444,117.705,9.47653,6.77256,0.0001,north
8.6768,-1.31795,1.96289,153.524,-4.87572,-0.266036,130.259,-10.06,0.0560668,0.506927,119.982,10.5172,6.24043,0.0001,north
8.5273,-1.17374,1.96324,150.499,-6.79464,-0.334833,118.27,-10.06,-0.207297,0.295563,112.125,9.51865,5.3521,0.0001,north
-8.5924,-0.670842,2.11042,90.9485,5.08014,-0.297613,71.6602,10.06,-0.0214833,0.774682,63.9066,15.6891,12.0941,0.0001,south
-8.6634,-0.764445,2.17996,85.5655,5.58212,-0.499116,59.0978,10.06,-0.169046,0.721507,53.1649,17.068,13.5743,0.0001,south
-8.6534,-0.792124,2.18167,89.0897,5.02986,-0.301738,69.6716,10.06,0.141462,0.810912,62.6203,16.1601,12.6564,0.0001,south
-8.4669,-0.739759,2.16508,87.4428,4.62053,-0.515243,70.8512,10.06,-0.255144,0.702713,63.5505,16.2714,11.1267,0.0001,south
-8.534,-0.801703,2.13434,88.0589,4.67458,-0.406379,66.9337,10.06,0.125812,0.953533,59.001,15.9986,14.269,0.0001,south
-8.6059,-0.779134,2.06622,93.8923,6.62097,-0.206844,77.3941,10.06,-0.0162784,0.582131,72.1254,14.0659,11.1042,0.0001,south
8.7108,0.452939,1.96597,149.673,-5.95292,-0.0121563,124.705,-10.06,-0.0788299,0.43255,116.57,10.1372,6.47415,0.0001,north
8.4715,0.319297,1.92887,149.997,-0.45249,-0.0924544,124.2,-10.06,-0.538134,1.25211,108.477,13.4962,9.58708,0.0001,north
8.6456,0.227239,1.92371,152.694,-2.36475,-0.157799,129.723,-10.06,-0.337506,0.841721,119.348,11.5963,7.739,0.0001,north
8.2845,0.599644,1.92914,148.031,2.0287,0.358239,117.83,-10.06,0.0040223,1.52039,107.333,17.7175,10.61,0.0001,north
8.4416,0.49749,1.94062,148.709,0.7223,0.158247,121.824,-10.06,-0.325935,1.40719,115.474,14.8842,9.87355,0.0001,north
8.5192,0.469942,1.98751,150.376,-0.83589,-0.0752681,125.215,-10.06,-0.522495,1.07455,114.66,13.2001,8.51789,0.0001,north
-8.4499,-0.751883,2.14273,88.046,6.26688,-0.492277,60.4613,10.06,-0.0245146,1.00448,54.3438,16.1698,18.1866,0.0001,south
-8.4316,-0.808546,2.12792,85.0632,5.01652,-0.5475,62.8358,10.06,-0.117694,0.881045,55.9752,17.0671,14.3659,0.0001,south
-8.5237,-0.842616,2.16429,84.4126,4.90222,-0.478345,59.2024,10.06,0.0916235,1.00372,52.0445,17.1393,16.2655,0.0001,south
-8.4731,-0.778205,2.17953,86.1411,6.25834,-0.425222,77.3362,10.06,-0.0482488,0.656327,71.7965,16.5949,11.6021,0.0001,south
-8.5527,-0.823631,2.14504,85.3745,5.01958,-0.52871,63.415,10.06,-0.0973818,0.94309,56.3354,16.3496,14.9965,0.0001,south
-8.4806,-0.772992,2.18089,87.1374,5.10698,-0.230163,70.3749,10.06,0.219483,0.556904,63.8591,16.1677,9.832,0.0001,south
8.5901,0.348426,1.98895,150.971,-2.31903,-0.0718576,126.188,-10.06,-0.371625,0.851399,119.857,11.6185,7.66491,0.0001,north
8.6588,0.283125,1.94042,150.278,-5.69376,0.072463,126.28,-10.06,0.0576896,0.458906,117.824,9.94166,6.5008,0.0001,north
8.4468,0.260787,1.94952,148.771,-1.32451,0.202934,125.263,-10.06,0.137149,1.12295,108.683,12.7385,9.21941,0.0001,north
8.471,0.348234,1.95591,148.987,0.8921,-0.0812075,119.818,-10.06,-0.660227,1.53578,111.396,15.4415,10.9497,0.0001,north
8.5377,0.295832,1.96607,148.153,-1.50669,-0.0749095,125.619,-10.06,-0.442015,1.06016,110.744,12.5905,8.84394,0.0001,north
8.5288,0.249578,1.95958,149.582,-4.62935,0.114049,126.758,-10.06,-0.0174019,0.759631,115.767,10.0108,8.73086,0.0001,north
-8.4443,-0.799332,2.13888,85.5052,5.97095,-0.561443,61.0293,10.06,-0.149474,0.806244,55.1962,16.3203,14.7525,0.0001,south
-8.5504,-0.801401,2.20425,85.615,5.38111,-0.575839,63.6884,10.06,-0.182659,0.823537,57.4105,16.3604,13.9424,0.0001,south
-8.5989,-0.848277,2.13308,87.2284,4.43496,-0.240399,69.5732,10.06,0.311473,0.905726,62.3214,17.1575,13.2141,0.0001,south
-8.6709,-0.752654,2.14856,90.3431,6.56373,-0.747369,65.0088,10.06,-0.611072,0.716599,59.9951,16.0781,14.0564,0.0001,south
-8.5466,-0.84488,2.15368,89.0406,6.48587,-0.8937,83.3019,10.06,-1.08661,0.834054,77.6826,15.752,14.4026,0.0001,south
-8.586,-0.784699,2.07643,104.564,4.26587,-0.0444346,85.4212,10.06,0.324573,0.568807,77.6971,14.0709,8.23361,0.0001,south
8.372,-1.37775,1.93839,143.839,-0.82958,-0.72836,121.709,-10.06,-0.0765129,0.956287,106.625,13.2671,8.11055,0.0001,north
8.5098,-1.365,1.99653,151.175,0.8045,-0.848031,121.415,-10.06,-0.222857,1.2554,107.613,15.4474,9.3079,0.0001,north
8.6997,-1.36535,1.97849,153.592,-4.2021,-0.570154,134.619,-10.06,-0.422939,0.437137,123.136,10.702,5.13594,0.0001,north
8.3154,-1.38421,1.97389,151.673,-4.42643,-0.66445,126.383,-10.06,-0.498095,0.660124,115.716,10.8658,7.63209,0.0001,north
8.5977,-1.39964,1.972,149.833,-2.24259,-0.777885,129.601,-10.06,-0.596689,0.906731,114.475,12.0035,8.12183,0.0001,north
8.3982,-1.35492,1.96823,149.322,-6.04718,-0.668932,129.957,-10.06,-0.611843,0.451851,122.928,10.009,6.7623,0.0001,north
-8.552,-0.820581,2.14385,86.2855,5.68746,-0.687325,60.5187,10.06,-0.385264,0.825889,54.5472,16.528,14.7695,0.0001,south
-8.6323,-0.804131,2.16566,83.1276,6.85205,-0.628326,68.3536,10.06,-0.669717,0.735217,63.6184,17.0928,14.807,0.0001,south
-8.49,-0.803086,2.17699,86.0122,5.42471,-0.529605,64.8719,10.06,-0.188257,0.782534,58.4883,16.4654,13.2514,0.0001,south
-8.5766,-0.842074,2.20516,84.5294,6.30113,-0.631969,59.5235,10.06,-0.305622,0.785439,54.3513,17.203,15.1896,0.0001,south
-8.4595,-0.799443,2.1269,87.5804,3.88025,-0.542679,69.4577,10.06,-0.0374245,0.804678,61.3053,16.5902,12.0226,0.0001,south
-8.5938,-0.848507,2.08841,96.8009,4.5997,-0.371947,76.4294,10.06,-0.154608,0.738974,67.3156,14.1805,10.8637,0.0001,south
8.5639,-0.686911,2.19749,137.65,-2.45057,-0.377202,112.686,-10.06,-0.113116,1.06222,100.205,13.4234,10.0452,0.0001,north
8.6558,-0.690182,2.20098,141.853,-3.25492,-0.647812,120.584,-10.06,-0.594091,0.780671,107.954,12.7394,8.01671,0.0001,north
8.6389,-0.732773,2.21181,138.936,-4.03517,-0.431638,115.728,-10.06,-0.120974,0.686752,104.06,12.499,7.84417,0.0001,north
8.4355,-0.76091,2.19408,136.583,-4.39042,-0.778481,108.944,-10.06,-0.518155,0.783581,97.9401,11.9135,9.30181,0.0001,north
8.823,-0.718569,2.23065,135.815,-2.44716,-0.350009,117.151,-10.06,-0.000512494,0.970437,103.977,12.9976,9.10432,0.0001,north
8.6558,-0.837449,2.22422,140.281,-5.94948,-0.373172,119.365,-10.06,-0.097139,0.513559,111.672,11.4166,7.64887,0.0001,north
-8.8389,-1.14009,1.99335,77.9666,6.04626,-0.0752132,58.9969,10.06,0.0178117,0.729725,53.298,17.6595,14.1206,0.0001,south
-8.6927,-1.22958,1.97684,80.4587,6.19492,-0.101046,58.0807,10.06,-0.118921,0.847106,52.6116,17.0912,16.1351,0.0001,south
-8.686,-1.23751,1.96032,84.133,6.46235,0.0139505,70.1371,10.06,0.39663,0.715985,65.0018,15.8143,13.3562,0.0001,south
-8.6349,-1.18969,1.98436,83.5467,4.89376,-0.267395,67.8785,10.06,-0.0485194,0.562202,60.8894,15.8629,10.1238,0.0001,south
-8.7113,-1.16074,1.97899,83.7135,5.2341,-0.139866,66.5065,10.06,0.0206406,0.69656,59.9104,15.9753,11.9629,0.0001,south
-8.7412,-1.18023,1.97529,81.0717,6.03843,-0.113122,63.0484,10.06,-0.0437294,0.641613,57.5208,16.4467,12.3923,0.0001,south
8.6357,-0.661774,2.19779,137.665,-3.59003,-0.435372,116.61,-10.06,-0.321267,0.74331,104.683,12.5751,8.00168,0.0001,north
8.5157,-0.736447,2.22579,134.299,-4.04805,-0.566446,115.415,-10.06,-0.458962,0.760817,105.161,12.1653,8.49222,0.0001,north
8.3585,-0.553288,2.22629,135.427,-5.50986,-0.21583,117.853,-10.06,-0.00741858,0.562778,108.793,11.1366,7.73148,0.0001,north
8.4324,-0.675829,2.17769,139.443,-0.17246,-0.331348,108.601,-10.06,0.248727,1.13205,105.123,15.2857,9.37019,0.0001,north
8.2821,-0.708657,2.20334,138.594,-3.03961,-0.635149,117.422,-10.06,-0.445247,0.95657,114.006,12.751,9.06683,0.0001,north
8.5372,-0.649253,2.18347,141.168,-4.13482,-0.405965,122.016,-10.06,-0.122981,0.624631,111.095,12.0132,7.11463,0.0001,north
-8.1469,-1.17679,1.94482,83.1587,4.87343,-0.409519,59.8918,10.06,-0.502961,0.837317,53.1737,16.4221,14.2414,0.0001,south
-8.6059,-1.1762,1.95259,76.7995,5.49196,-0.0939471,55.1473,10.06,-0.00435535,0.827495,49.3793,17.2499,15.5727,0.0001,south
-8.6594,-1.21928,1.95025,83.6778,5.61426,-0.188444,64.6625,10.06,-0.0818522,0.753385,58.5086,16.1746,13.154,0.0001,south
-8.7243,-1.20953,1.96196,82.8756,6.29996,-0.294374,57.3631,10.06,-0.297555,0.81899,52.0872,16.4702,16.0548,0.0001,south
-8.6803,-1.18939,1.94017,88.1663,4.04813,-0.0442851,68.969,10.06,0.211565,0.694767,60.7521,15.0814,11.1363,0.0001,south
-8.7694,-1.1765,1.99922,83.2632,4.95168,-0.430534,65.5785,10.06,-0.406752,0.796669,58.9684,16.1978,12.9756,0.0001,south
8.5031,-0.629172,2.15776,141.52,-4.16372,-0.479917,118.094,-10.06,-0.384898,0.675877,107.757,11.7884,7.75578,0.0001,north
8.5576,-0.694733,2.18491,144.058,-3.93702,-0.341153,118.899,-10.06,-0.0977053,0.877989,107.007,12.146,9.43954,0.0001,north
8.3368,-0.69866,2.15212,138.998,-6.7978,-0.277412,122.792,-10.06,-0.0854585,0.263216,116.443,10.6902,4.7344,0.0001,north
-8.6372,1.21782,1.91247,87.757,6.18926,0.362678,71.4152,10.06,0.0253335,0.537409,65.9059,15.4937,10.2395,0.0001,south
-8.5179,1.30133,1.94797,83.7683,4.76424,0.514546,64.6733,10.06,-0.250188,0.788774,57.6571,16.4627,12.8797,0.0001,south
-8.4443,1.29436,1.92674,88.3246,5.60119,0.682505,71.6385,10.06,0.455425,0.732861,65.2378,15.1055,12.1658,0.0001,south
-8.5521,1.30097,1.92838,86.2696,4.89527,0.696365,67.7372,10.06,0.0896363,0.669772,60.6425,15.3866,11.3396,0.0001,south
-8.5485,1.23998,1.92175,84.4384,5.36658,0.568428,64.5598,10.06,-0.124491,0.719926,58.1572,15.9695,12.4985,0.0001,south
-8.6554,1.27105,1.9429,86.0901,4.45373,0.868811,73.8897,10.06,0.566005,0.64886,66.7381,14.9619,10.1689,0.0001,south
8.2958,-0.789848,1.95917,135.139,-4.61994,-0.197298,115.482,-10.06,-0.0962495,0.59149,105.929,11.1871,7.29946,0.0001,north
8.3295,-0.850328,1.94073,137.975,-1.25818,-0.380542,116.837,-10.06,-0.10708,0.990336,101.861,13.0419,8.65331,0.0001,north
8.2677,-0.808035,1.90939,135.388,-3.54367,-0.0816065,116.242,-10.06,0.293976,0.662832,104.439,11.6135,7.29085,0.0001,north
8.5167,-0.763404,1.95315,140.05,-4.35047,0.122016,119.147,-10.06,0.536107,0.635327,109.355,11.2136,7.45969,0.0001,north
8.3244,-0.756348,1.93545,133.851,-1.82226,0.133438,112.418,-10.06,0.927073,0.888185,108.31,12.647,8.1344,0.0001,north
8.4851,-0.82501,1.96583,135.423,-3.30091,0.268137,117.231,-10.06,0.906014,0.647812,106.151,11.8567,7.01438,0.0001,north
-8.5614,1.22916,1.90905,86.7412,6.70159,0.563974,72.6313,10.06,0.427157,0.676251,67.8089,16.0798,13.0725,0.0001,south
-8.606,1.29935,1.95428,84.7805,6.46236,0.900762,69.9822,10.06,0.824305,0.608343,65.1525,16.4047,11.6992,0.0001,south
-8.5267,1.20037,1.96867,84.3427,4.6571,0.733861,69.0433,10.06,0.400775,0.816134,61.3646,15.8095,12.5179,0.0001,south
-8.518,1.24671,1.95399,82.5773,5.55441,0.533877,66.8344,10.06,0.0221497,0.812971,60.7837,16.1929,13.5559,0.0001,south
-8.6617,1.20774,1.93103,85.1482,5.0709,0.508463,67.0653,10.06,-0.0807324,0.688587,60.3583,15.8911,11.6489,0.0001,south
-8.666,1.28322,1.94296,89.0677,3.58796,0.598755,69.5909,10.06,-0.0795638,0.761977,60.4408,15.2407,11.6158,0.0001,south
8.4456,-0.778732,1.97905,133.559,-2.74947,-0.0768811,116.566,-10.06,0.344171,0.692166,104.089,11.8698,7.13158,0.0001,north
8.4582,-0.780869,1.94778,138.58,-4.07329,0.191709,122.763,-10.06,0.654543,0.570072,111.604,11.011,6.57186,0.0001,north
8.6626,-0.792396,1.96826,139.209,-4.45285,0.0905987,118.346,-10.06,0.448188,0.538477,107.838,11.1016,6.60188,0.0001,north
8.2635,-0.815396,1.96189,132.619,-2.07621,-0.0563986,114.665,-10.06,0.511381,0.860858,104.472,12.5276,8.12215,0.0001,north
8.7569,-0.865908,1.97802,140.881,-4.97243,-0.105759,119.134,-10.06,0.153963,0.434357,109.672,10.8459,5.76798,0.0001,north
8.1967,-0.800936,1.9261,135.247,-3.18279,-0.0139059,115.32,-10.06,0.602451,0.885201,108.043,11.5871,8.89771,0.0001,north
-8.2896,0.304236,2.00101,136.766,0.85304,0.379517,119.99,10.06,0.487588,0.803749,105.965,13.8424,7.28088,0.0001,south
-8.2461,0.235195,1.97382,147.522,3.78352,-0.0730747,125.493,10.06,-0.256418,0.618857,112.942,11.3805,6.75879,0.0001,south
-8.1196,0.34878,1.95713,136.575,1.96005,0.350844,116.095,10.06,0.415962,0.829161,104.77,12.6032,7.93946,0.0001,south
-8.5451,0.414615,1.97328,144.728,3.92823,0.287586,122.532,10.06,0.231084,0.624017,110.461,11.222,7.01404,0.0001,south
-8.5059,0.389203,1.98261,141.578,1.90206,0.354667,120.848,10.06,0.354212,0.86968,106.811,12.5397,7.9582,0.0001,south
-8.3888,0.383634,1.93512,143.676,3.13075,0.39,122.051,10.06,0.434071,0.8087,108.875,11.677,8.14501,0.0001,south
-8.4105,0.372503,1.93815,141.311,3.51414,0.507513,122.083,10.06,0.592638,0.611805,113.558,11.5283,6.69667,0.0001,south
8.3898,-0.85851,1.95678,137.664,-2.82565,-0.170992,114.445,-10.06,0.198817,0.81642,102.264,12.0998,8.24331,0.0001,north
8.3912,-0.816695,1.92896,141.639,-6.55639,0.167047,113.627,-10.06,0.27178,0.402212,107.484,10.436,6.92592,0.0001,north
8.4452,-0.854144,1.95383,138.58,-2.24318,-0.00684978,120.231,-10.06,0.617538,0.907184,105.857,12.2106,8.39997,0.0001,north
8.5311,0.989481,1.95424,137.071,-3.07194,0.662118,118.402,-10.06,0.562615,0.734963,106.487,11.6916,7.63296,0.0001,north
8.4006,0.866462,1.94828,138.707,-1.33522,0.402929,120.173,-10.06,0.0629292,0.912246,105.639,12.7396,8.03269,0.0001,north
8.41,0.862102,1.96024,133.618,-1.83274,0.432268,117.205,-10.06,0.165483,0.637312,103.425,12.7348,6.52958,0.0001,north
-8.6104,1.30193,1.91449,86.9762,2.43776,0.774976,70.975,10.06,-0.0150454,0.747868,61.1514,15.5859,11.3401,0.0001,south
-8.7656,1.1915,1.94741,83.4029,5.65083,0.537438,63.3386,10.06,0.177538,0.819963,57.389,16.489,14.1346,0.0001,south
-8.4866,1.31798,1.88817,91.0397,3.41706,0.553953,77.1301,10.06,0.0340486,0.960943,68.9444,15.119,12.1564,0.0001,south
-8.5118,1.26562,1.90442,85.5632,3.00965,0.738742,70.2939,10.06,0.100718,0.655939,61.5572,15.6812,10.6262,0.0001,south
-8.6948,1.37088,1.89686,89.858,5.25472,0.333928,75.8247,10.06,-0.168603,0.766818,68.6562,15.4261,11.714,0.0001,south
-8.5212,1.30979,1.94127,84.8988,3.84794,0.501838,73.0075,10.06,-0.169267,0.816952,64.5754,15.5676,11.6155,0.0001,south
8.4614,0.379897,2.02869,139.716,-0.46214,0.488369,120.708,-10.06,0.564023,0.80733,105.456,14.1059,7.223,0.0001,north
8.2484,0.424061,1.93403,142.849,0.4827,0.495038,118.207,-10.06,0.576344,1.14894,108.252,15.0154,8.97975,0.0001,north
8.4218,0.411466,1.99052,144.113,-2.37491,0.264876,125.184,-10.06,0.119939,0.739405,113.608,12.0332,7.00438,0.0001,north
8.5388,0.33012,1.9738,153.275,-2.21585,0.167952,131.188,-10.06,0.0656099,0.712223,116.083,11.9691,6.69345,0.0001,north
8.3132,0.394229,1.94505,140.252,-0.41211,0.0502465,119.614,-10.06,-0.498733,0.608058,108.232,13.643,6.01737,0.0001,north
8.4056,0.277279,1.96252,142.838,-2.1892,-0.0804254,124.043,-10.06,-0.369135,0.909185,109.225,12.0352,8.26235,0.0001,north
-8.6301,1.29142,1.94526,86.2693,4.4622,0.613206,68.4693,10.06,-0.0120686,0.75536,61.331,15.2718,11.8609,0.0001,south
-8.6264,1.24305,1.93245,85.3829,4.86586,0.653956,66.9188,10.06,0.0889905,0.749758,59.6773,16.2024,12.2229,0.0001,south
-8.5524,1.26118,1.96506,84.3682,6.96359,0.641408,69.6907,10.06,0.619329,0.483469,65.5196,16.2161,10.5234,0.0001,south
-8.6104,1.21836,1.97841,84.4219,3.31874,0.709367,67.6934,10.06,0.0902567,0.857742,59.1893,16.0157,12.7365,0.0001,south
-8.642,-0.590352,1.90866,91.0532,3.93497,-0.280549,67.3946,10.06,-0.688233,0.86878,59.0474,15.1464,12.9784,0.0001,south
-8.5021,-0.65556,1.93745,86.164,4.02622,-0.0986903,70.6941,10.06,-0.172351,0.818698,62.9294,15.7124,12.0566,0.0001,south
8.6092,0.285798,2.00051,146.761,-2.51705,-0.0033332,127.88,-10.06,-0.203243,0.74221,113.562,11.9418,7.06551,0.0001,north
8.2505,0.358802,1.89675,146.702,1.8827,0.383897,123.678,-10.06,0.44254,1.71746,103.765,17.3232,11.182,0.0001,north
8.3567,0.368,1.93898,143.222,-1.53285,0.540083,121.351,-10.06,0.693255,0.75085,114.878,12.6685,6.87177,0.0001,north
8.4886,0.586885,1.97905,139.521,-1.94436,0.502582,118.763,-10.06,0.474458,0.923207,114.498,12.3023,8.14012,0.0001,north
8.4112,0.477407,1.92676,140.869,1.9006,0.333789,113.036,-10.06,0.134482,1.75103,105.065,17.4934,11.6802,0.0001,north
8.5843,0.307851,1.97582,149.396,-3.03138,0.0105903,126.414,-10.06,-0.271823,0.74884,113.986,11.6353,7.41903,0.0001,north
-8.6929,1.29927,1.92847,85.916,6.69758,0.62306,61.7423,10.06,0.247512,0.910999,56.257,16.6834,17.7345,0.0001,south
-8.7058,1.28171,1.99105,82.8032,6.25551,0.666537,60.4787,10.06,0.166382,0.767144,55.0761,17.0752,14.6931,0.0001,south
-8.7801,1.36014,1.90362,88.512,5.00738,0.791864,69.2044,10.06,0.317194,0.686551,62.1041,15.5448,11.3145,0.0001,south
-8.7382,1.26187,1.97253,83.6741,6.35648,0.452199,68.099,10.06,0.188942,1.0748,61.728,16.3548,18.6269,0.0001,south
-8.7079,1.24748,1.97636,83.7841,5.5874,0.751541,63.6878,10.06,0.30658,0.81413,57.3179,16.2301,14.0383,0.0001,south
-8.8119,1.22316,1.94886,84.4483,6.11418,0.46245,66.5274,10.06,0.026845,0.683581,60.6814,16.8562,12.5658,0.0001,south
8.3497,0.37036,1.93059,151.749,-2.47565,0.230517,126.619,-10.06,0.035235,0.616388,116.401,11.6913,6.55872,0.0001,north
8.4459,0.487241,1.99095,144.593,-2.07342,0.378723,120.373,-10.06,0.222425,0.788758,105.96,12.5422,7.50585,0.0001,north
8.6946,0.455396,1.97735,113.244,-7.74777,0.5828,92.1715,-10.06,0.609004,0.368189,88.4651,12.6196,9.08206,0.0001,north
8.4672,0.428878,1.99564,145.893,-3.49811,0.341364,124.328,-10.06,0.293578,0.675083,114.342,11.3378,7.13888,0.0001,north
8.3977,0.472816,1.96632,143.624,-1.65364,0.323954,123.493,-10.06,0.0421253,0.971604,109.246,12.4689,8.50155,0.0001,north
8.1757,0.401848,1.8719,148.047,1.1597,0.166092,119.308,-10.06,-0.250642,1.22127,112.111,15.5718,9.03757,0.0001,north
-8.6473,1.2599,1.97098,87.3726,5.43465,0.600795,72.1445,10.06,0.274446,0.647017,66.1396,15.3233,10.7708,0.0001,south
-8.622,-0.67721,1.96686,85.6705,3.92616,-0.398735,68.3842,10.06,-0.57677,0.73791,60.178,15.8392,11.5959,0.0001,south
-8.7152,-0.667309,2.05323,86.9584,4.69872,-0.270576,67.076,10.06,-0.358138,0.869173,59.7587,16.0098,13.3442,0.0001,south
-8.8033,-0.645293,2.03291,90.2737,6.30996,0.0570488,71.2055,10.06,0.0817906,0.629122,65.9727,15.546,11.7436,0.0001,south
-8.6661,1.26354,2.02587,82.8902,7.44973,0.909285,72.0554,10.06,0.740849,0.609002,68.2397,17.0644,14.1354,0.0001,south
-8.6738,-0.549674,2.01007,84.8924,5.03454,-0.476669,68.5483,10.06,-0.838754,0.772239,61.9652,16.3073,12.3027,0.0001,south
